date,company,sector,role,role_type,channel,status,contact_person,fit_rating,notes,cv_file,cover_letter_file,source
2026-07-22,Michael Hill,Retail,Sales Associate,part-time,LinkedIn,skipped_southgate_pf,,low,Southgate; $17/hr,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#5,https://ca.linkedin.com/jobs/view/sales-associate-southgate-part-time-%2417-per-hour-at-michael-hill-4439901624
2026-07-22,Vans,Retail,Seasonal Sales Associate,seasonal,LinkedIn,skipped_southgate_pf,,low,Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#6,https://ca.linkedin.com/jobs/view/vans-seasonal-sales-associate-southgate-centre-at-vans-4411178285
2026-07-22,Starbucks Southgate,Food Service,Shift Supervisor,part-time,LinkedIn,skipped_southgate_pf,,medium,Southgate Mall FC,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#7,https://ca.linkedin.com/jobs/view/shift-supervisor-store%23-15557-southgate-mall-fc-at-starbucks-4440609913
2026-07-22,Starbucks South Park,Food Service,Shift Supervisor,part-time,LinkedIn,ready_to_submit,,medium,3931 Calgary Trail,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#8,https://ca.linkedin.com/jobs/view/shift-supervisor-store%23-04837-south-park-3931-calgary-trail-at-starbucks-4440268814
2026-07-22,LEGO,Retail,Retail Store Team Leader PT,part-time,LinkedIn,skipped_southgate_pf,,medium,Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#9,https://ca.linkedin.com/jobs/view/%E2%80%9Cretail-store-team-leader-part-time-southgate-centre-edmonton-alberta-at-the-lego-group-4433751791
2026-07-22,Hillberg & Berk,Retail,Assistant Store Leader,full-time,LinkedIn,skipped_southgate_pf,,medium,Southgate,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#10,https://ca.linkedin.com/jobs/view/assistant-store-leader-southgate-at-hillberg-berk-4438822202
2026-07-22,PepsiCo,Warehouse,Part-Time Unloader,part-time,LinkedIn,ready_to_submit,,low,Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#11,https://ca.linkedin.com/jobs/view/part-time-unloader-edmonton-at-pepsico-4428294807
2026-07-22,Walmart Canada,Warehouse Retail,Stock Unloader Associate PT,part-time,LinkedIn,ready_to_submit,,low,Edmonton afternoons,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#12,https://ca.linkedin.com/jobs/view/can-stock-unloader-associate-pt-afternoon-at-walmart-canada-4419657731
2026-07-22,Staples Canada,Warehouse,Sorter-Loader,full-time,LinkedIn,ready_to_submit,,low,Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#13,https://ca.linkedin.com/jobs/view/sorter-loader-sp-at-staples-canada-4434718968
2026-07-22,Chipotle,Food Service,Crew Member,full-time,LinkedIn,skipped_southgate_pf,,low,Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#14,https://ca.linkedin.com/jobs/view/crew-member-at-chipotle-mexican-grill-4433042007
2026-07-22,Chartwell,Food Service,Dishwasher,part-time,LinkedIn,ready_to_submit,,low,Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#15,https://ca.linkedin.com/jobs/view/dishwasher-at-chartwell-retirement-residences-4438520099
2026-07-22,Starbucks 75 St & 68 Ave,Food Service,Barista,part-time,LinkedIn,ready_to_submit,,high,Closest; store 65529 on 68 Ave corridor,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#A,https://ca.linkedin.com/jobs/view/4440606993
2026-07-22,lululemon,Retail,Educator,full-time,LinkedIn,skipped_southgate_pf,,high,Southgate; $20.25-23.30/hr + $2 bonus,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#B,https://ca.linkedin.com/jobs/view/4434860714
2026-07-22,Browns Shoes,Retail,Part-Time Cashier,part-time,company site,skipped_southgate_pf,,medium,Southgate cashier; also sales assoc posting,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#C,https://careers.brownsshoes.com/jobs/6168553-part-time-cashier-browns-southgate-centre
2026-07-22,JD Sports,Retail,Sales Associate,part-time,Dayforce,skipped_southgate_pf,,medium,Southgate Centre,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#D,https://can251.dayforcehcm.com/CandidatePortal/en-US/jdsf/Site/JD/Posting/View/17374
2026-07-22,Bath & Body Works,Retail,Retail Sales Associate,part-time,careers,skipped_southgate_pf,,medium,Southgate; ~$18/hr,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#E,https://careers.bathandbodyworks.com/en/job-search-results/
2026-07-22,Garage / Dynamite,Retail,Seasonal Sales Associate,seasonal,careers,skipped_southgate_pf,,low,Southgate seasonal,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#F,https://careers.garageclothing.com/garage/jobs
2026-07-22,Starbucks Gateway,Food Service,Barista,part-time,LinkedIn,skipped_southgate_pf,,medium,Store 59119 Gateway Blvd,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#G,https://ca.linkedin.com/jobs/view/4441391538
2026-07-22,Alo Yoga,Retail,Sales Associate,part-time,listing,skipped_southgate_pf,,low,Southgate PT,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#H,https://ca.fashionjobs.com/job/alo-yoga/Sales-associate-southgate-centre
2026-07-22,LAG Auto,Automotive Retail,Marketing Manager,full-time,email,submitted,,high,Email Resend hiring@lagauto.ca id 14e431e7-b07d-4c8b-b592-d2ff7de870d6; $80k+,cv/main_lag_auto.pdf,cover_letters/cover_lag_auto_marketing_manager.pdf,https://ca.linkedin.com/jobs/view/4438330440
2026-07-22,Guardium Group,Services,Digital Marketing Specialist,full-time,email,submitted,,medium,Email info@guardiumgroup.com; $18-27/hr may be under $60k,cv/main_example.pdf,cover_letters/cover_guardium_digital_marketing_specialist.pdf,https://ca.linkedin.com/jobs/view/4439891045
2026-07-22,Starbucks Calgary Trail S,Food Service,Barista,part-time,LinkedIn,ready_to_submit,,high,Store 23089 Calgary Trail corridor,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#I,https://ca.linkedin.com/jobs/view/4440275436
2026-07-22,Starbucks South Edmonton Common,Food Service,Shift Supervisor,full-time,LinkedIn,ready_to_submit,,medium,Store 04820 SEC,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#J,https://ca.linkedin.com/jobs/view/4440620559
2026-07-22,Saje Natural Wellness,Retail,Team Member,part-time,careers,skipped_southgate_pf,,medium,Southgate Centre,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#K,https://www.saje.ca/pages/careers
2026-07-22,Connected Creative,Marketing Agency,Marketing Manager,full-time,email,submitted,,high,$65-85k email hannah@; Edmonton agency; yrs/degree gap noted,cv/main_connected_creative.pdf,cover_letters/cover_connected_creative_marketing_manager.pdf,https://ca.linkedin.com/jobs/view/4441627914
2026-07-22,FedEx Canada,Warehouse,Package Handler PT,part-time,LinkedIn,ready_to_submit,,high,$21/hr early AM,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#L,https://ca.linkedin.com/jobs/view/4442405050
2026-07-22,Vans South Edmonton Common,Retail,Seasonal Sales Associate,seasonal,LinkedIn,skipped_southgate_pf,,medium,SEC seasonal $16-19.20,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#M,https://ca.linkedin.com/jobs/view/4411162688
2026-07-22,Aritzia,Retail,Retail Associate,full-time,LinkedIn,skipped_southgate_pf,,high,$20-30/hr Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#N,https://ca.linkedin.com/jobs/view/4438341494
2026-07-22,McKesson,Warehouse,Warehouse Person Fri/Sun,part-time,LinkedIn,ready_to_submit,,medium,$20.07/hr Fri/Sun,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#O,https://ca.linkedin.com/jobs/view/4443397965
2026-07-22,Walmart 98 Ave,Warehouse Retail,Stock Unloader Associate,full-time,LinkedIn,ready_to_submit,,medium,5004 98 Ave,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#P,https://ca.linkedin.com/jobs/view/4413364609
2026-07-22,McKesson,Warehouse,Warehouse Worker Evening,full-time,LinkedIn,ready_to_submit,,medium,$20.07/hr Sun-Thu evenings 164 St,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#Q,https://ca.linkedin.com/jobs/view/4443510654
2026-07-22,Uline,Warehouse,Warehouse Associate Days St Albert,full-time,LinkedIn,ready_to_submit,,high,$31-35/hr St Albert,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#R,https://ca.linkedin.com/jobs/view/4440735686
2026-07-22,Uline,Warehouse,Warehouse Associate Days Spruce Grove,full-time,LinkedIn,ready_to_submit,,high,$31-35/hr Spruce Grove,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#R2,https://ca.linkedin.com/jobs/view/4440730783
2026-07-22,Wesco,Warehouse,Warehouse Associate,full-time,LinkedIn,ready_to_submit,,high,$20.04-24.05/hr,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#S,https://ca.linkedin.com/jobs/view/4442173995
2026-07-22,7-Eleven,Warehouse,Warehouse Associate II,full-time,LinkedIn,ready_to_submit,,medium,$20/hr,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#T,https://ca.linkedin.com/jobs/view/4440558005
2026-07-22,Wolseley Canada,Warehouse,Warehouse Associate Permanent Day,full-time,LinkedIn,ready_to_submit,,medium,Edmonton day shift,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#U,https://ca.linkedin.com/jobs/view/4441623281
2026-07-22,EECOL Electric,Warehouse,Warehouse Associate,full-time,LinkedIn,ready_to_submit,,medium,Mon-Fri training provided,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#V,https://ca.linkedin.com/jobs/view/4440199441
2026-07-22,UAP Inc.,Warehouse,Warehouse Worker,full-time,LinkedIn,ready_to_submit,,medium,Heavy vehicle parts DC,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#W,https://ca.linkedin.com/jobs/view/4443570449
2026-07-22,TW Centre de distribution,Warehouse,Warehouse Worker,full-time,LinkedIn,ready_to_submit,,medium,Parts distribution,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#X,https://ca.linkedin.com/jobs/view/4442956717
2026-07-22,UniFirst Corporation,Warehouse,Warehouse Worker Edmonton,full-time,LinkedIn,ready_to_submit,,medium,Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#Y,https://ca.linkedin.com/jobs/view/4434071392
2026-07-22,Husqvarna Group,Warehouse,Warehouse Associate II,full-time,LinkedIn,ready_to_submit,,medium,WMS pick pack,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#Z,https://ca.linkedin.com/jobs/view/4431526346
2026-07-22,Motion,Warehouse,Material Handler I,full-time,LinkedIn,ready_to_submit,,medium,Forklift,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AA,https://ca.linkedin.com/jobs/view/4438540104
2026-07-22,Stream-Flo Industries,Warehouse,Warehouse Material Handler,full-time,LinkedIn,ready_to_submit,,medium,Forklift asset,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AB,https://ca.linkedin.com/jobs/view/4438659900
2026-07-22,Sobeys,Warehouse,Warehouse Order Selector Day,part-time,LinkedIn,ready_to_submit,,medium,10:30-7 PT,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AC,https://ca.linkedin.com/jobs/view/4436625686
2026-07-22,Grainger Canada,Warehouse,Shipper Afternoon Shift,full-time,LinkedIn,ready_to_submit,,medium,Edmonton,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AD,https://ca.linkedin.com/jobs/view/4430488895
2026-07-22,Riva International,SaaS,Digital Marketing Manager 13-mo,contract,Greenhouse,submitted,,high,Email Resend careers@ + info@ rivaengine.com ids 2ce95f74 / 6d1c9e2b; Greenhouse portal CAPTCHA blocked,cv/main_riva.pdf,cover_letters/cover_riva_digital_marketing_manager.pdf,https://job-boards.greenhouse.io/rivainternationalinc/jobs/4253859009
2026-07-22,StackAdapt,AdTech,Marketing Operations Manager,full-time,LinkedIn,submitted,,high,Email Resend careers@stackadapt.com id 96d42b43; Greenhouse portal still preferred,cv/main_stackadapt.pdf,cover_letters/cover_stackadapt_marketing_operations_manager.pdf,https://ca.linkedin.com/jobs/view/4429941362
2026-07-22,Pacesetter Homes,Homebuilding,Digital and AI Marketing Specialist,full-time,listing,submitted,,high,Email Resend info@yourpacesetter.com id 003dc722; ADP portal still preferred,cv/main_pacesetter.pdf,cover_letters/cover_pacesetter_digital_ai_marketing_specialist.pdf,https://jobcanadian.com/digital-and-ai-marketing-specialist-pacesetter-homes-job266616
2026-07-22,Morguard,Real Estate,Regional Marketing and Digital Specialist,full-time,LinkedIn,submitted,,medium,Email Resend hrassist@morguard.com id 7b60362f; Teamtailor portal still preferred https://careers.morguard.com/jobs/659530-regional-marketing-and-digital-specialist-multi-residential,cv/main_morguard.pdf,cover_letters/cover_morguard_regional_marketing_digital_specialist.pdf,https://ca.linkedin.com/jobs/view/4438527510
2026-07-22,AMA,Membership,Marketing Specialist Member Rewards 12-mo,contract,LinkedIn,ready_to_submit,,medium,Portal only careers.ama.ab.ca — no public apply email,cv/main_ama.pdf,cover_letters/cover_ama_marketing_specialist_member_rewards.pdf,https://ca.linkedin.com/jobs/view/4443720741
2026-07-22,Executrade,Recruiting,Marketing Generalist,full-time,email,submitted,,high,Email Resend iryna.chubynska@executrade.com id 8b7141d3; ref 86537,cv/main_connected_creative.pdf,,https://ca.linkedin.com/jobs/view/4439451164
2026-07-22,Ayr Digital,Marketing Agency,SEO Specialist Contract,contract,email,submitted,,high,Email Resend careers@ayr.agency id a4fdb2a8,cv/main_creative.pdf,cover_letters/cover_creative_seo_specialist.pdf,https://ayr.agency/careers/seo-specialist/
2026-07-22,Ayr Digital,Marketing Agency,Digital Marketing Manager Contract,contract,email,submitted,,high,Email Resend careers@ayr.agency id ce14179d,cv/main_connected_creative.pdf,cover_letters/cover_connected_creative_marketing_manager.pdf,https://ayr.agency/careers/marketing-manager/
2026-07-22,Ayr Digital,Marketing Agency,Paid Media Specialist Contract,contract,email,submitted,,high,Email Resend careers@ayr.agency id d77a9c2f,cv/main_adster.pdf,cover_letters/cover_adster_digital_marketing_strategist.pdf,https://ayr.agency/careers/paid-media-specialist/
2026-07-22,Searchlight Digital,Marketing Agency,SEO and Google Ads Specialist,full-time,email,submitted,,high,Email Resend tedi@searchlightmarketing.ca id 287259bf; $40-50/hr; 5yr gap noted,cv/main_creative.pdf,cover_letters/cover_creative_seo_specialist.pdf,https://www.searchlightmarketing.ca/careers
2026-07-22,Dentist Finder,Health Tech,SEO GEO Specialist,full-time,email,submitted,,high,Email Resend kathan@dentistfinder.ai id 5fd86092; remote Canada + equity,cv/main_keysight.pdf,cover_letters/cover_keysight_seo_geo_specialist.pdf,https://ca.trabajo.org/job-2813-d9f95a36efd1010c32f4db66e66181d7
2026-07-22,Home Painters Toronto,Home Services,Digital Marketing Specialist,full-time,email,submitted,,medium,Email Resend Brian@HomePaintersToronto.com id 08a97bfa; remote; 5yr ask,cv/main_adster.pdf,cover_letters/cover_adster_digital_marketing_strategist.pdf,https://careers.hireology.com/homepainterstoronto/2501432/description
2026-07-22,BIS Safety Software,SaaS,Marketing Manager Digital Strategy,full-time,email,submitted,,high,Email Resend careers@bistraining.ca id b274b335; ~$85-110k; portal follow-up,cv/main_connected_creative.pdf,cover_letters/cover_connected_creative_marketing_manager.pdf,https://trainanddevelop.ca/careers/
2026-07-22,Recruitment Partners,Recruiting,Marketing Manager Client,full-time,email,submitted,,medium,Email Resend careers@rpinc.ca id 57ab0830; real estate/homebuilding AI marketing,cv/main_pacesetter.pdf,cover_letters/cover_pacesetter_digital_ai_marketing_specialist.pdf,https://ca.linkedin.com/jobs/view/4438839747
2026-07-22,StackAdapt,AdTech,Growth Marketing Manager Integrated Campaigns,full-time,email,submitted,,high,Email Resend careers@stackadapt.com id 369f0f23; $76-90k ON band,cv/main_stackadapt.pdf,cover_letters/cover_stackadapt_marketing_operations_manager.pdf,https://ca.linkedin.com/jobs/view/4431113020
2026-07-22,HelloFresh,Warehouse Food,Production Associate Nisku,full-time,LinkedIn,ready_to_submit,,medium,Nisku $17/hr meal kit packing; portal only,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md,https://ca.linkedin.com/jobs/view/4441209997
2026-07-22,Go Auto (Go Kia South),Automotive Parts,Parts Shipper/Receiver,full-time,company careers,ready_to_submit,,high,3030 Gateway Blvd Calgary Trail corridor; Audi-adjacent,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AE,https://www.goauto.ca/about/careers/parts
2026-07-22,Gentek Building Products,Warehouse,Branch Warehouseperson,full-time,LinkedIn,ready_to_submit,,high,6635 50 St NW; ~$20-24/hr,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AF,https://ca.linkedin.com/jobs/view/branch-warehouseperson-at-gentek-building-products-canada-4210995563
2026-07-22,Intelcom Dragonfly,Warehouse,Package Handler Edmonton,part-time,company site,ready_to_submit,,high,Early AM/overnight PT; Workday portal,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AG,https://intelcomgroup.wd3.myworkdayjobs.com/Intelcom
2026-07-22,Groupe Touchette,Warehouse,Order Picker Edmonton South Temporary,temporary,LinkedIn,ready_to_submit,,high,~$20.86-21.38/hr; forklift asset,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AH,https://ca.linkedin.com/jobs/view/order-picker-edmonton-temporary-at-groupe-touchette-4185046005
2026-07-22,Goose Digital,Marketing Agency,Account Lead Digital Solutions,full-time,email,submitted,Renata Ramasra,high,Email Resend renata@goosedigital.com id 9a1c7e56; Fit ~78; Edmonton hybrid,cv/main_goose_digital.pdf,cover_letters/cover_goose_digital_account_lead.pdf,https://goosedigital.com/job/account-lead-digital-solutions/
2026-07-22,Goose Digital,Marketing Agency,Demand Generation Specialist,full-time,email,submitted,Renata Ramasra,high,Email Resend renata@goosedigital.com id 2ccda523; Fit ~80; Edmonton hybrid,cv/main_goose_digital.pdf,cover_letters/cover_goose_digital_demand_generation.pdf,https://goosedigital.com/job/demand-generation-specialist/
2026-07-22,Apryse,SaaS,Growth Marketing Manager Remote,full-time,LinkedIn,skipped_low_fit,,low,Fit ~52; 4+ yrs B2B SaaS HubSpot PLG gap,,,https://ca.linkedin.com/jobs/view/growth-marketing-manager-remote-at-apryse-4425893879
2026-07-22,AlgaeCal,eCommerce,SEO Specialist AI Search,full-time,BuiltIn,skipped_closed,,medium,Posting removed Feb 2026,,,https://builtintoronto.com/job/seo-specialist-ai-search/8379400
2026-07-22,Talencore,Agency,SEO and AI Search Specialist PT,contract,BuiltIn,skipped_low_fit,,low,Only 20 hrs/month; under career floor,,,https://builtintoronto.com/job/seo-ai-search-specialist/10211601
2026-07-22,Webhorse Technologies,IT / MSP,SEO Online Marketing Specialist,full-time,email,submitted,,medium,Email Resend contact@webhorse.ca id b3cd844c; Inuvik/remote listing,cv/main_creative.pdf,cover_letters/cover_creative_seo_specialist.pdf,https://webhorse.ca/careers/seo-online-marketing-specialist
2026-07-22,The Headhunters (client),Marine / Powersports,Marketing Manager,full-time,email,submitted,,medium,Email Resend info@theheadhunters.ca id 291efa04; $80-95k; 6-10 yrs leadership gap noted,cv/main_lag_auto.pdf,cover_letters/cover_lag_auto_marketing_manager.pdf,https://ca.linkedin.com/jobs/view/4441635217
2026-07-22,Recruitment Partners (DMM),B2B SaaS,Digital Marketing Manager 13-mo,contract,email,submitted,Bobi-Jo Warner,high,Email Resend careers@rpinc.ca id 2671a248; for Bobi-Jo; paid/SEO/demand gen,cv/main_randstad.pdf,cover_letters/cover_randstad_digital_marketing_manager.pdf,https://ca.linkedin.com/jobs/view/4429159415
2026-07-22,ATRIUM Digital,Marketing Agency,Advertising Specialist,full-time,email,submitted,,high,Email Resend contact@atriumdigital.com id 833d1443; Edmonton in-office $55-75k,cv/main_adster.pdf,cover_letters/cover_adster_digital_marketing_strategist.pdf,https://atriumdigital.com/careers/
2026-07-22,MG Precast Ltd.,Warehouse,Material Handler,full-time,email,submitted,,high,Email Resend mgprecaststeps@gmail.com id 71776cfd; $23/hr Job Bank 3547373,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#MG,https://www.jobbank.gc.ca/jobsearch/jobsearch?searchstring=material+handler&locationstring=Edmonton
2026-07-22,Search Engine People,Marketing Agency,Sr SEO Strategist,full-time,email,submitted,Jasmine / HR,high,Email Resend HR@sep.ca id 9bff58f4 + HR@searchenginepeople.com id 49b3b344; evergreen,cv/main_keysight.pdf,cover_letters/cover_keysight_seo_geo_specialist.pdf,https://www.searchenginepeople.com/careers/sr-seo-strategist
2026-07-22,Roofmart,Warehouse,Shipper and Receiver Edmonton South,full-time,company site,ready_to_submit,,high,9355 62 Ave NW closest new; Workday,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AI,https://ca.linkedin.com/jobs/view/shipper-and-receiver-at-roofmart-4442734258
2026-07-22,Hercules Crane & Lifting,Warehouse,Shipper/Receiver,full-time,email,submitted,,high,5303 75 St; $19-21/hr; Resend 70460fc1… info@herculesslr.com,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AJ,https://ca.linkedin.com/jobs/view/shipper-receiver-at-hercules-crane-lifting-supplies-4442172759
2026-07-22,U-Haul,Warehouse,U-Box Warehouse Worker,full-time,company site,ready_to_submit,,high,Forklift training provided; driver licence,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AK,https://ca.linkedin.com/jobs/view/u-box-warehouse-worker-at-u-haul-4438484470
2026-07-22,NAPA Canada,Automotive Parts,Parts Handler,full-time,LinkedIn,ready_to_submit,,high,Audi-adjacent parts receive/pick,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AL,https://ca.linkedin.com/jobs/view/parts-handler-at-napa-canada-4442959601
2026-07-22,Federal Signal / JJE,Warehouse,Material Handler Nisku,full-time,LinkedIn,ready_to_submit,,high,$23-27/hr; forklift cert asked,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AO,https://ca.linkedin.com/jobs/view/material-handler-at-federal-signal-corporation-4439337153
2026-07-22,Brandt Group,Warehouse,Shipper Receiver Shack,full-time,company site,ready_to_submit,,medium,10630 176 St Construction Forestry,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AM,https://ca.linkedin.com/jobs/view/shipper-receiver-shack-at-brandt-group-of-companies-4438865361
2026-07-22,Brandt Group,Automotive Parts,Parts Person,full-time,company site,ready_to_submit,,medium,Same Brandt C&F site,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AM,https://ca.linkedin.com/jobs/view/parts-person-at-brandt-group-of-companies-4443719000
2026-07-22,Richards Packaging,Warehouse,Shipper & Receiver,full-time,LinkedIn,ready_to_submit,,medium,11420 163 St NW,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AN,https://ca.linkedin.com/jobs/view/shipper-receiver-at-richards-packaging-inc-4439450717
2026-07-22,Johnson Controls Silent-Aire,Warehouse,Shipper/Receiver Nisku,full-time,LinkedIn,ready_to_submit,,medium,~2yrs exp asked; stretch,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AP,https://ca.linkedin.com/jobs/view/shipper-receiver-at-johnson-controls-4437637526
2026-07-22,Allredi,Warehouse,Shipper/Receiver Leduc,full-time,LinkedIn,ready_to_submit,,medium,Leduc commute,cv/main_local_edmonton.pdf,APPLICATIONS_LOCAL.md#AQ,https://ca.linkedin.com/jobs/view/shipper-receiver-at-allredi-4443001426
