date,company,sector,role,role_type,channel,status,contact_person,fit_rating,notes,cv_file,cover_letter_file,source
2026-07-27,Jobber,SaaS,Customer Service Representative,full-time hybrid,company careers,closed,,n/a,"CSR posting closed; used Product Support Specialist evergreen instead",,,https://jobs.summitpartners.com/companies/jobber/jobs/73961731-customer-service-representative
2026-07-27,Litco Law,Legal Services,Client Solutions Receptionist,full-time hybrid,company careers,closed,,n/a,"Lever posting 404 at time of search",,,https://jobs.lever.co/litcolaw/bce25620-a847-42b6-ba37-e06c39527a54
2026-07-27,Intact,P&C Insurance,Customer Accounts Representative,full-time hybrid,company careers,closed_or_stale,,n/a,"Edmonton billing CSR looked strong; careers page 404 at verify",,,https://careers.intactfc.com/customer-accounts-representative/job/R152495
2026-07-27,BITTS Testing Services,Testing Centre,Receptionist,full-time,company careers,not_listed,,n/a,"bitts.ca/jobs only shows Exam Proctor for Edmonton; no receptionist",,,https://bitts.ca/jobs/
2026-07-27,FloForm Countertops,Manufacturing Retail,CSR / Estimator,full-time,company careers,skipped_sales_heavy,,low,"Estimator + promotes additional sales; skip",,,https://jobs.jobvite.com/floform/job/oDjeAfwu
2026-07-27,Dermapure,Medical Aesthetics,Receptionist,part-time,company careers,skipped_requirements,,low,"Requires 2 years similar + strong French; skip",,,https://www.dermapure.com/carriere/receptionist-20250529001/
2026-07-27,Jobber,SaaS,Customer Retention Specialist,full-time hybrid,company careers,skipped_stretch,,medium,"More consultative retention outreach; prefer Product Support first",,,https://jobs.ashbyhq.com/jobber/41a2ee3f-47b9-4b37-bac6-630fd8ab5fa2
2026-07-27,AMA (Alberta Motor Association),Member Services,Member Service Representative - Roadside Assistance (WFH),part-time remote,company careers,packet_emailed_lillian,,high,"Lane A; training starts 2026-08-31; min 16 hrs/wk evenings weekends",candidates/lillian/cv/main_ama_roadside.pdf,candidates/lillian/cover_letters/cover_ama_member_service_representative_roadside.pdf,https://albertamotorassociation.wd3.myworkdayjobs.com/en-US/AMA/job/CA-AB-Edmonton-South/Member-Service-Representative--Roadside-Assistance--Work-from-Home-_JR102609-1
2026-07-27,AMA (Alberta Motor Association),Member Services,Retail Support Agent (6-months) - St. Albert,temporary full-time,company careers,packet_emailed_lillian,,high,"Lane A; in-centre member transactions; light product promotion; PIC required",candidates/lillian/cv/main_ama_retail.pdf,candidates/lillian/cover_letters/cover_ama_retail_support_agent.pdf,https://albertamotorassociation.wd3.myworkdayjobs.com/en-US/AMA/job/CA-AB-St-Albert/Retail-Support-Agent--6-months-_JR102581-1
2026-07-27,AMA (Alberta Motor Association),Member Services,Retail Support Agent - Edmonton priority list,full-time talent pool,company careers,packet_emailed_lillian,,high,"Lane A; same retail packet; priority consideration for upcoming openings",candidates/lillian/cv/main_ama_retail.pdf,candidates/lillian/cover_letters/cover_ama_retail_support_agent.pdf,https://albertamotorassociation.wd3.myworkdayjobs.com/en-US/AMA/job/CA-AB-Edmonton-South/Retail-Support-Agent_JR102139-1
2026-07-27,ConnectCare Medical,Healthcare,Medical Billing Clerk,full-time,company careers,skipped_requirements,,low,"Needs Med Access / experienced medical billing",,,https://www.connectcaremedical.com/careers/medical-billing-clerk/
2026-07-27,YMCA of Northern Alberta,Nonprofit Recreation,YMCA Experience Associate,full-time,company careers,watch,,medium,"Ultipro board live but JS-rendered; recheck https://recruiting.ultipro.ca/YMC5100YMNA/JobBoard/446552ad-adae-4d69-8bdb-1ac16ee99443/",,,https://ymcanab.ca/join-our-team
